,identificador,fecha_prestamo,solicitud_prestamo,estado_prestamo,aceptacion_prestamo,meses_prestamo,razon_intereses,pago_mensual,grado,sub_grado,estado_verificacion,enlace,estado,pago_efectuado
1810,43893631,Apr-15,12000.0,Current,, 36 months,,392.81,B,B4,Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=43893631,TX,3527.96
1811,41289161,Feb-15,11000.0,Current,11000.0, 60 months,,233.67,B,B3,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=41289161,WV,2330.6
1812,43054287,Mar-15,10000.0,Fully Paid,10000.0,,,322.63,B,B3,Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=43054287,CA,10473.2
1813,49965161,Jun-15,,Current,6000.0, 36 months,,197.95,B,B5,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=49965161,TX,1381.81
1814,62195488,Oct-15,18350.0,Current,18350.0, 36 months,,612.03,,C1,Not Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=62195488,MO,1823.56
1815,41339809,Feb-15,19575.0,Current,19575.0, 36 months,15.61,684.44,D,D1,Not Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=41339809,NY,6850.01
1816,38576432,Jan-15,6000.0,Current,6000.0, 36 months,18.54,218.55,E,,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=38576432,FL,2610.24
1817,46652657,May-15,,Current,16000.0, 36 months,,493.45,A,A4,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=46652657,WV,3935.3
1818,46117650,Apr-15,12000.0,Current,12000.0, 36 months,,367.19,A,A2,Not Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=46117650,,3300.45
1819,53754266,Jul-15,2000.0,Fully Paid,2000.0, 36 months,16.99,71.3,D,D3,,https://www.lendingclub.com/browse/loanDetail.action?loan_id=53754266,AL,2068.59
1820,38654540,Jan-15,4750.0,Current,4750.0, 36 months,,149.27,A,A5,Not Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=38654540,CA,1786.92
1821,58411271,Aug-15,6025.0,Current,6025.0,,,197.23,B,B4,Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=58411271,MA,982.47
1822,46357264,Apr-15,15000.0,Current,15000.0, 36 months,,458.99,A,A2,Not Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=46357264,CA,3661.27
1823,67705116,Dec-15,33000.0,Current,33000.0, 60 months,17.57,830.29,D,D4,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=67705116,AZ,0.0
1824,44975414,Apr-15,22400.0,Current,22400.0, 60 months,13.99,521.1,C,C4,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=44975414,IN,4655.08
1825,60665237,Sep-15,,Current,3600.0, 36 months,,112.63,A,A5,Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=60665237,IL,336.31
1826,38524353,Jan-15,10400.0,Current,10400.0, 36 months,,,B,B1,Not Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=38524353,CA,3939.54
1827,46773831,Apr-15,,Current,19475.0, 36 months,,637.5,B,B4,Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=46773831,NY,5076.22
1828,39601622,Jan-15,2000.0,Current,2000.0, 36 months,,66.42,B,B5,Not Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=39601622,,727.96
1829,43296230,Mar-15,28000.0,Fully Paid,28000.0, 36 months,14.65,965.84,C,C5,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=43296230,IN,29427.91
1830,61883202,Oct-15,2400.0,Current,2400.0, 36 months,14.65,82.79,C,,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=61883202,OH,163.63
1831,56127147,Jul-15,16000.0,Current,16000.0, 60 months,13.99,372.21,C,C4,Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=56127147,PA,1848.61
1832,50576566,Jun-15,10000.0,Current,10000.0, 36 months,,327.34,B,B4,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=50576566,,2285.27
1833,56472470,Aug-15,10000.0,Current,10000.0, 36 months,13.99,,C,C4,Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=56472470,MA,1700.88
1834,42314611,Mar-15,25000.0,Current,, 36 months,,833.83,C,C1,Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=42314611,TX,8321.23
1835,39551271,Jan-15,7950.0,Current,, 36 months,19.24,292.39,E,E2,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=39551271,OR,3199.29
1836,51036150,Jun-15,14000.0,Current,14000.0, 60 months,,297.39,B,B3,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=51036150,VA,2073.96
1837,63417396,Nov-15,11200.0,Current,11200.0, 60 months,,252.49,,C2,Not Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=63417396,UT,497.15
1838,58410157,Aug-15,25000.0,Current,25000.0, 36 months,15.61,874.12,D,D1,Not Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=58410157,LA,
1839,60495612,Oct-15,24475.0,Current,24475.0, 60 months,17.86,619.65,D,D5,Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=60495612,NY,1834.67
1840,68503412,,10000.0,Issued,10000.0, 36 months,,311.02,A,A4,Not Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=68503412,CA,0.0
1841,48404404,May-15,5000.0,Current,5000.0, 36 months,,154.21,A,A4,Not Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=48404404,DC,1223.11
1842,40593644,Feb-15,24000.0,Current,24000.0, 60 months,,494.37,B,,Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=40593644,TN,5414.95
1843,60415219,Sep-15,10000.0,Current,10000.0, 36 months,,314.2,B,B1,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=60415219,FL,
1844,66605140,Dec-15,20000.0,Current,20000.0, 60 months,,450.88,C,C2,Not Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=66605140,,436.89
1845,39430510,Jan-15,9000.0,Current,9000.0, 36 months,,277.86,A,A3,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=39430510,,3330.82
1846,59230448,Sep-15,16000.0,Current,16000.0, 60 months,20.99,432.77,E,E5,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=59230448,PA,1712.42
1847,42454763,Mar-15,18800.0,Current,18800.0,,,620.22,B,B5,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=42454763,WA,6178.12
1848,61398358,Oct-15,6000.0,Current,6000.0, 36 months,,185.98,A,,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=61398358,NM,553.1
1849,61046229,Oct-15,8000.0,Current,8000.0, 36 months,,246.62,A,A3,Not Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=61046229,,736.8
1850,49157696,May-15,11000.0,Current,11000.0, 36 months,,339.1,A,A3,Not Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=49157696,NY,2708.59
1851,48654156,Jun-15,16000.0,Current,16000.0, 60 months,,358.27,C,C1,Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=48654156,AZ,2496.97
1852,57286777,Aug-15,7700.0,Current,7700.0, 36 months,,237.37,A,,Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=57286777,MA,1183.9
1853,53654668,Jul-15,26200.0,Current,26200.0, 60 months,13.33,600.57,C,C3,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=53654668,IL,3564.61
1854,66016715,Dec-15,12800.0,Current,12800.0, 60 months,17.86,324.07,D,D5,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=66016715,,311.37
1855,53212386,Jun-15,28000.0,Current,28000.0, 60 months,,708.89,D,D5,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=53212386,IN,4225.56
1856,60397264,Sep-15,20000.0,Current,20000.0, 60 months,,440.16,B,B5,Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=60397264,PA,1747.83
1857,50931179,Jun-15,10000.0,Current,10000.0, 36 months,,327.34,B,B4,Not Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=50931179,,2279.17
1858,43288323,,11000.0,Fully Paid,11000.0, 36 months,15.61,384.62,D,D1,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=43288323,NC,11604.6
1859,65028912,Nov-15,15300.0,Current,15300.0, 60 months,21.99,422.49,F,F1,Not Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=65028912,CA,469.22
1860,63354497,Oct-15,25000.0,Current,25000.0, 60 months,,543.44,B,B4,Not Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=63354497,NV,1071.62
1861,63917273,Nov-15,,Fully Paid,15000.0, 36 months,16.55,531.44,D,D2,Not Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=63917273,NJ,15220.08
1862,61862387,Oct-15,,Current,2000.0, 36 months,16.55,70.86,D,D2,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=61862387,NH,210.74
1863,54503936,Jul-15,28000.0,Current,28000.0, 36 months,,854.87,A,A2,,https://www.lendingclub.com/browse/loanDetail.action?loan_id=54503936,TN,5109.81
1864,41288499,Mar-15,8000.0,Current,8000.0, 36 months,,255.04,B,B2,Not Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=41288499,IN,
1865,59432619,Sep-15,5275.0,Current,5275.0, 36 months,,158.86,A,A1,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=59432619,MD,632.32
1866,42493397,Mar-15,18950.0,Current,18950.0, 60 months,16.99,470.86,D,D3,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=42493397,NY,4672.83
1867,66210662,Dec-15,14675.0,Current,14675.0, 60 months,20.99,396.93,E,,Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=66210662,AZ,379.82
1868,43390202,Mar-15,13600.0,Current,13600.0, 36 months,,438.77,B,B3,Not Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=43390202,CO,4380.15
1869,66044410,Dec-15,4000.0,Current,4000.0, 36 months,,128.62,B,B3,Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=66044410,OH,126.45
1870,58552730,Aug-15,20000.0,Fully Paid,20000.0, 60 months,13.33,,C,C3,Not Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=58552730,GA,20324.45
1871,60961174,Sep-15,12000.0,Current,12000.0, 60 months,16.99,298.17,D,D3,Not Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=60961174,CA,1120.39
1872,38465066,Jan-15,11950.0,Current,11950.0, 36 months,,439.5,E,E2,Not Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=38465066,WI,5311.26
1873,46746901,May-15,15000.0,Current,15000.0, 36 months,,460.97,,A3,Not Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=46746901,PA,3682.19
1874,55279312,Jul-15,16000.0,Current,16000.0, 60 months,,339.88,B,B3,,https://www.lendingclub.com/browse/loanDetail.action?loan_id=55279312,MA,2030.4
1875,38575507,Jan-15,21000.0,Current,21000.0, 36 months,,672.6,B,B2,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=38575507,CA,8060.13
1876,62053023,Oct-15,5000.0,Current,5000.0, 36 months,19.19,183.77,E,E3,,https://www.lendingclub.com/browse/loanDetail.action?loan_id=62053023,GA,540.65
1877,64270984,Nov-15,10200.0,Current,10200.0, 36 months,,336.31,B,B5,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=64270984,IL,659.6
1878,62744601,Oct-15,9800.0,Current,9800.0, 36 months,15.61,342.66,D,D1,Not Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=62744601,NJ,1019.48
1879,39591592,Jan-15,18000.0,Current,18000.0, 60 months,,395.33,B,,Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=39591592,OK,4337.19
1880,53595238,Jul-15,17825.0,Current,17825.0, 36 months,,597.94,C,C2,Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=53595238,NY,3562.51
1881,50566347,Jun-15,5400.0,Current,5400.0, 36 months,13.99,184.54,,C4,Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=50566347,MI,1287.58
1882,59572085,Sep-15,28000.0,Current,28000.0, 60 months,,616.22,B,B5,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=59572085,MI,
1883,60984425,Oct-15,13475.0,Current,13475.0, 60 months,24.99,395.44,F,F4,Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=60984425,TX,1261.14
1884,66580845,Dec-15,2000.0,Current,2000.0, 36 months,,64.31,B,B3,Not Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=66580845,KS,63.23
1885,53392547,Jul-15,,Current,27000.0, 36 months,,824.34,A,A2,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=53392547,GA,5006.88
1886,66492763,Dec-15,16000.0,,16000.0, 60 months,,345.02,B,B4,Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=66492763,IL,335.56
1887,42413476,Mar-15,10000.0,Current,10000.0, 36 months,,,B,B3,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=42413476,CA,3220.75
1888,43430301,Mar-15,25000.0,Current,, 36 months,16.55,885.73,D,D2,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=43430301,MA,8811.33
1889,52046485,Jun-15,7000.0,Fully Paid,7000.0, 36 months,,219.0,A,A5,Not Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=52046485,MO,7162.82
1890,39470123,Jan-15,15600.0,Current,15600.0, 36 months,,506.97,B,,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=39470123,CA,6060.91
1891,67859943,Dec-15,2000.0,Current,2000.0, 36 months,,66.42,C,C1,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=67859943,,0.0
1892,58772447,Aug-15,13125.0,Current,13125.0, 60 months,19.99,347.66,E,E4,Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=58772447,GA,1404.92
1893,47614215,May-15,15475.0,Current,15475.0, 36 months,16.55,548.27,D,D2,Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=47614215,NY,
1894,66622355,Dec-15,35000.0,Current,35000.0, 36 months,,,C,C1,Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=66622355,PA,1115.71
1895,39741341,Jan-15,25000.0,Current,25000.0, 36 months,,,A,A2,Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=39741341,LA,8409.29
1896,65626134,Nov-15,12000.0,Current,12000.0, 36 months,,361.38,A,A1,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=65626134,MD,352.51
1897,60585709,Sep-15,22000.0,,22000.0, 60 months,,492.61,C,C1,Not Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=60585709,TN,1940.4
1898,56482889,Aug-15,16000.0,Current,16000.0, 36 months,13.33,541.65,C,C3,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=56482889,MA,2701.77
1899,46685993,Apr-15,17000.0,Fully Paid,, 60 months,13.99,395.48,C,C4,Not Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=46685993,KS,17860.42
1900,38201230,Jan-15,15000.0,Charged Off,15000.0, 36 months,,505.34,C,,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=38201230,VA,1999.71
1901,38429497,Jan-15,1500.0,Current,1500.0, 36 months,,50.54,C,C2,Not Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=38429497,VA,604.32
1902,59071885,Aug-15,34800.0,Current,34800.0, 60 months,19.99,921.8,E,E4,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=59071885,TX,3609.91
1903,55423218,Jul-15,20000.0,Current,20000.0, 36 months,,667.06,C,C1,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=55423218,TX,3321.64
1904,54523774,Jul-15,18000.0,Current,18000.0, 60 months,,391.28,B,B4,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=54523774,AR,2336.69
1905,38414904,Jan-15,10000.0,Current,10000.0, 36 months,,320.29,B,B2,Not Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=38414904,OK,3838.21
1906,41042399,Feb-15,11000.0,Current,11000.0, 36 months,,,B,B2,Not Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=41042399,TX,3846.16
1907,64701553,Nov-15,3500.0,Current,3500.0, 36 months,,115.4,B,B5,Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=64701553,CA,235.26
1908,55585243,Aug-15,20000.0,Current,20000.0, 36 months,,683.46,C,C4,Not Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=55585243,AZ,3444.13
1909,55289203,Jul-15,14000.0,Current,14000.0, 60 months,,313.48,C,C1,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=55289203,MO,1871.32
1910,48444145,May-15,8125.0,Current,8125.0, 36 months,,293.17,D,D5,Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=48444145,IN,2036.07
1911,60416896,Sep-15,30800.0,Current,, 60 months,13.33,706.01,C,C3,Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=60416896,TX,2140.83
1912,51516261,,25000.0,Current,25000.0, 36 months,,796.98,B,B2,Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=51516261,CA,4769.14
1913,57763489,Aug-15,9000.0,Current,9000.0,,,278.97,A,A4,Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=57763489,NJ,1391.22
1914,51997728,Jun-15,10000.0,,10000.0, 36 months,,308.27,A,A3,Not Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=51997728,MN,2460.23
1915,46536947,Apr-15,10000.0,Current,10000.0, 36 months,,329.91,,B5,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=46536947,CA,2962.78
1916,51946291,Jun-15,17000.0,Current,17000.0, 36 months,,619.3,E,E2,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=51946291,MO,4317.58
1917,51936115,Jun-15,10600.0,Current,10600.0, 36 months,,355.58,C,C2,Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=51936115,SC,2474.11
1918,63245298,,20850.0,Current,20850.0, 36 months,,699.41,C,C2,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=63245298,TX,1384.12
1919,53262601,Jul-15,15000.0,Current,15000.0, 60 months,,330.12,B,B5,Not Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=53262601,GA,1971.11
1920,58912248,Aug-15,20000.0,Current,20000.0, 36 months,,670.9,C,C2,Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=58912248,FL,2747.05
1921,57175096,Aug-15,15000.0,Current,15000.0, 36 months,,469.29,A,A5,Not Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=57175096,,2339.87
1922,49026282,May-15,8000.0,Current,8000.0, 36 months,,261.88,B,B4,,https://www.lendingclub.com/browse/loanDetail.action?loan_id=49026282,MS,2090.16
1923,46652531,May-15,35000.0,Current,35000.0, 60 months,,790.82,C,C2,Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=46652531,NC,6301.88
1924,46794357,May-15,8400.0,Current,8400.0, 36 months,,271.01,B,B3,Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=46794357,OK,2158.76
1925,61404308,Oct-15,16000.0,Current,, 36 months,,502.72,B,B1,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=61404308,OH,1489.98
1926,46348867,May-15,14000.0,Current,14000.0, 60 months,,313.48,C,C1,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=46348867,CA,2488.72
1927,43819856,,5000.0,Current,5000.0, 36 months,,154.21,A,A4,Not Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=43819856,NJ,1385.97
1928,59422483,Sep-15,12000.0,,12000.0, 60 months,16.99,298.17,D,D3,Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=59422483,TN,1181.35
1929,55100767,Jul-15,16000.0,Current,16000.0, 36 months,,495.94,A,A4,Not Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=55100767,NY,2473.25
1930,56037145,Aug-15,5000.0,Current,5000.0, 36 months,14.65,172.48,C,C5,Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=56037145,IL,858.33
1931,40583994,Feb-15,5000.0,Current,5000.0, 36 months,,157.13,A,A5,Not Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=40583994,IL,1723.88
1932,63287404,Oct-15,25000.0,Current,25000.0,,,782.15,A,A5,Not Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=63287404,TX,1542.38
1933,57024754,Aug-15,22000.0,Current,, 36 months,,678.2,A,A3,Not Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=57024754,NY,3382.58
1934,65975952,Dec-15,30000.0,Current,30000.0, 60 months,13.18,685.36,C,C3,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=65975952,IL,641.43
1935,63534898,Oct-15,20000.0,Current,20000.0, 36 months,,625.72,A,A5,Not Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=63534898,MD,1233.91
1936,62157250,Oct-15,6000.0,Current,6000.0, 36 months,13.33,203.12,C,C3,Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=62157250,NC,401.8
1937,43749411,Apr-15,15000.0,,15000.0, 36 months,,469.29,A,A5,Not Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=43749411,AK,4210.46
1938,61722332,Oct-15,10000.0,Current,10000.0, 36 months,,314.2,B,B1,,https://www.lendingclub.com/browse/loanDetail.action?loan_id=61722332,NH,938.06
1939,65965502,Dec-15,8000.0,,8000.0, 36 months,14.48,275.29,C,C5,Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=65965502,TX,262.42
1940,58622339,Aug-15,31950.0,Current,31950.0, 36 months,,1054.04,B,B5,Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=58622339,,4195.69
1941,46456809,Apr-15,9975.0,Current,9975.0, 36 months,,353.41,D,D2,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=46456809,NC,2818.11
1942,38598757,,10000.0,Current,10000.0, 60 months,17.86,253.18,D,D5,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=38598757,OH,3018.32
1943,48171327,May-15,10000.0,Current,10000.0,,,305.99,A,A2,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=48171327,CA,2444.37
1944,48609754,May-15,20000.0,Current,20000.0, 60 months,13.33,458.45,C,C3,Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=48609754,,3172.12
1945,54354190,Jul-15,16800.0,,16800.0, 60 months,,376.18,C,C1,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=54354190,MI,2245.61
1946,60677041,Sep-15,35000.0,Current,35000.0, 36 months,,1129.19,B,B3,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=60677041,MA,3368.15
1947,63388507,Oct-15,10000.0,Current,10000.0, 36 months,,318.79,B,B2,Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=63388507,,627.39
1948,63250525,Oct-15,1725.0,Current,1725.0, 36 months,15.61,60.32,D,D1,,https://www.lendingclub.com/browse/loanDetail.action?loan_id=63250525,UT,117.65
1949,41120150,Feb-15,20000.0,Current,20000.0, 36 months,15.61,699.3,D,D1,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=41120150,VA,7648.94
1950,38362671,Jan-15,14525.0,Current,14525.0, 60 months,,,B,B5,Not Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=38362671,NH,3857.01
1951,51536801,Jun-15,13500.0,Current,13500.0, 60 months,19.19,351.62,E,E3,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=51536801,TN,2446.95
1952,65895021,Nov-15,15000.0,Current,15000.0, 60 months,13.67,346.47,C,C4,Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=65895021,FL,
1953,64741622,Nov-15,7000.0,Current,7000.0, 36 months,,219.94,B,B1,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=64741622,WI,435.11
1954,60834821,Oct-15,25000.0,Current,25000.0, 60 months,16.55,615.29,D,D2,Not Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=60834821,,1822.88
1955,60833774,Oct-15,15000.0,Current,15000.0, 36 months,,494.86,B,B5,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=60833774,NY,1532.61
1956,55098270,Jul-15,,Fully Paid,30000.0, 36 months,,929.89,A,A4,Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=55098270,WA,30991.05
1957,59581425,,1500.0,Current,1500.0, 36 months,16.55,53.15,D,D2,Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=59581425,CA,211.22
1958,55230937,Jul-15,9500.0,Current,9500.0, 36 months,,286.1,A,A1,Not Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=55230937,CA,
1959,56071464,Aug-15,6425.0,Current,6425.0, 36 months,14.65,221.63,C,C5,Not Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=56071464,CA,1142.13
1960,66460452,Dec-15,20000.0,Current,20000.0, 60 months,18.99,518.71,E,E3,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=66460452,MD,480.8
1961,65141053,Nov-15,20125.0,Current,20125.0, 60 months,13.18,459.77,C,C3,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=65141053,TX,890.07
1962,58842611,Aug-15,8000.0,Current,8000.0, 36 months,,258.1,B,B3,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=58842611,FL,1023.52
1963,66520617,Dec-15,,Current,10000.0, 36 months,,318.79,B,B2,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=66520617,SC,308.6
1964,61493754,Oct-15,22000.0,Fully Paid,22000.0,,,467.33,B,B3,Not Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=61493754,MO,22183.15
1965,67999172,Dec-15,24000.0,Issued,24000.0, 36 months,,732.74,A,A2,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=67999172,AR,0.0
1966,47088481,May-15,25000.0,,25000.0, 60 months,14.65,590.17,C,C5,Source Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=47088481,NM,4680.67
1967,38211876,Jan-15,32000.0,Current,32000.0, 60 months,17.86,810.16,D,D5,Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=38211876,CT,9658.42
1968,55191510,Jul-15,5000.0,Current,5000.0, 36 months,,164.96,B,B5,Not Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=55191510,MI,983.35
1969,58632315,Aug-15,15000.0,Current,15000.0,,,503.18,C,C2,Not Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=58632315,MI,2002.14
1970,40540648,Jan-15,3200.0,Current,3200.0, 36 months,,106.28,B,B5,Not Verified,https://www.lendingclub.com/browse/loanDetail.action?loan_id=40540648,WV,1164.82
1971,42283499,Mar-15,6000.0,Current,6000.0, 36 months,,187.72,A,A5,,https://www.lendingclub.com/browse/loanDetail.action?loan_id=42283499,NC,1874.57
